contract_term_id,contract_id,term_sequence,effective_start_date,effective_end_date,term_length_months,payment_terms_days,overage_policy_type,volume_commitment_type,annual_subscription_fee,implementation_fee,support_tier,support_fee,transaction_fee_per_unit,committed_transaction_volume,ramp_discount_pct,renewal_uplift_pct,price_escalator_pct,termination_for_convenience_flag,price_hold_months,service_level_notes
545,266,3,2026-04-02,2027-04-01,12,60,none,none,269911.74,0.0,premium,36954.41,,,0.0,6.03,4.53,false,0,Custom onboarding and SLA language applied for rollout phases
546,266,4,2027-04-02,2028-04-01,12,30,none,none,289654.06,0.0,premium,39657.39,,,0.0,4.55,5.45,true,12,
547,267,1,2024-07-09,2025-07-08,12,90,none,none,714010.81,79467.7,enterprise,137454.17,,,18.07,7.82,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
548,267,2,2025-07-09,2026-07-08,12,60,none,none,735359.73,0.0,enterprise,141564.05,,,0.0,6.23,2.99,false,0,
549,267,3,2026-07-09,2027-07-08,12,45,none,none,789898.19,0.0,enterprise,152063.24,,,0.0,3.83,5.18,true,0,Custom onboarding and SLA language applied for rollout phases
550,267,4,2027-07-09,2028-07-08,12,45,none,none,773421.28,0.0,enterprise,148891.28,,,0.0,4.62,2.7,false,0,Custom onboarding and SLA language applied for rollout phases
551,268,1,2023-04-11,2024-04-10,12,45,hard_cap,soft_commit,712940.49,75175.49,premium,96724.48,0.01129,13747121,3.6,4.84,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
552,268,2,2024-04-11,2025-04-10,12,30,tiered_overage,hard_commit,734685.17,0.0,premium,99674.58,0.01163,14297005,0.0,6.74,3.05,false,6,Custom onboarding and SLA language applied for rollout phases
553,269,1,2023-11-01,2024-10-31,12,30,none,none,749726.76,81948.77,enterprise,143659.4,,,0.0,7.48,0.0,false,0,
554,270,1,2025-10-28,2026-10-27,12,30,none,soft_commit,20680.01,1884.84,standard,1671.62,0.01085,202463,0.0,3.76,0.0,false,0,
555,271,1,2024-03-13,2025-03-12,12,30,none,none,24356.15,2020.06,premium,3261.79,,,0.0,5.08,0.0,false,0,
556,272,1,2025-08-08,2026-08-07,12,30,none,none,519341.55,131888.59,premium,72642.86,,,20.05,3.9,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
557,272,2,2026-08-08,2027-08-07,12,60,none,none,540530.69,0.0,premium,75606.69,,,0.0,6.38,4.08,false,0,Custom onboarding and SLA language applied for rollout phases
558,272,3,2027-08-08,2028-08-07,12,90,none,none,549259.03,0.0,premium,76827.57,,,0.0,6.85,2.84,false,6,
559,273,1,2025-04-07,2026-04-06,12,45,none,none,616870.31,70118.03,enterprise,118523.67,,,5.16,6.93,0.0,true,3,
560,273,2,2026-04-07,2027-04-06,12,60,none,none,646911.89,0.0,enterprise,124295.77,,,0.0,5.81,4.87,true,12,Custom onboarding and SLA language applied for rollout phases
561,274,1,2023-02-28,2024-02-27,12,30,none,none,1103590.22,113169.27,enterprise,210398.71,,,15.78,6.1,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
562,274,2,2024-02-28,2025-02-27,12,30,none,none,1143429.83,0.0,enterprise,217994.1,,,0.0,6.04,3.61,false,3,Custom onboarding and SLA language applied for rollout phases
563,274,3,2025-02-28,2026-02-27,12,90,none,none,1219722.88,0.0,enterprise,232539.32,,,0.0,5.42,5.13,true,0,Custom onboarding and SLA language applied for rollout phases
564,274,4,2026-02-28,2027-02-27,12,45,none,none,1294776.12,0.0,enterprise,246848.17,,,0.0,7.3,5.47,true,0,
565,274,5,2027-02-28,2028-02-27,12,60,none,none,1301004.26,0.0,enterprise,248035.56,,,0.0,3.87,4.2,true,0,Custom onboarding and SLA language applied for rollout phases
566,275,1,2024-02-01,2025-01-31,12,60,none,none,1608746.11,101209.61,premium,220574.69,,,0.0,3.83,0.0,false,0,
567,276,1,2024-04-25,2025-04-24,12,60,none,none,1659796.88,167007.6,enterprise,319007.04,,,0.0,5.77,0.0,false,0,
568,277,1,2025-12-13,2026-12-12,12,45,none,none,532235.99,37231.76,enterprise,101560.61,,,16.96,7.31,0.0,false,3,
569,277,2,2026-12-13,2027-12-12,12,30,none,none,560391.27,0.0,enterprise,106933.17,,,0.0,6.85,5.29,false,3,
570,277,3,2027-12-13,2028-12-12,12,60,none,none,575002.41,0.0,enterprise,109721.24,,,0.0,5.82,3.94,false,6,Custom onboarding and SLA language applied for rollout phases
571,278,1,2024-04-26,2025-04-25,12,30,none,none,756377.93,83708.97,enterprise,145838.46,,,5.38,5.7,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
572,278,2,2025-04-26,2026-04-25,12,60,none,none,791020.04,0.0,enterprise,152517.86,,,0.0,4.78,4.58,true,12,
573,279,1,2025-07-26,2026-07-25,12,30,none,none,474034.3,32632.41,premium,64417.38,,,0.0,4.64,0.0,false,0,
574,280,1,2023-06-07,2024-06-06,12,30,none,none,239154.52,19445.73,premium,32961.18,,,4.71,4.25,0.0,false,12,
575,280,2,2024-06-07,2025-06-06,12,45,none,none,245898.68,0.0,premium,33890.69,,,0.0,4.89,2.82,true,0,Custom onboarding and SLA language applied for rollout phases
576,281,1,2024-06-10,2025-06-09,12,30,none,none,94348.37,10214.72,standard,7724.52,,,0.0,3.41,0.0,false,0,
577,282,1,2023-05-26,2024-05-25,12,30,none,none,77077.79,20272.51,standard,6494.35,,,4.26,6.43,0.0,false,0,
578,282,2,2024-05-26,2025-05-25,12,30,none,none,80068.41,0.0,standard,6746.33,,,0.0,6.65,3.88,false,0,
579,283,1,2024-05-02,2025-05-01,12,30,none,none,74073.61,29387.72,enterprise,14106.49,,,4.57,6.78,0.0,false,0,
580,283,2,2025-05-02,2026-05-01,12,30,none,none,77021.74,0.0,enterprise,14667.93,,,0.0,5.05,3.98,false,0,
581,284,1,2024-10-23,2025-10-22,12,30,none,none,59635.61,8534.4,premium,8204.34,,,4.59,5.1,0.0,false,0,
582,284,2,2025-10-23,2026-10-22,12,30,none,none,61937.54,0.0,premium,8521.03,,,0.0,4.76,3.86,false,0,
583,285,1,2024-01-03,2025-01-02,12,30,none,none,70909.72,19406.72,premium,9665.38,0.01036,1097481,13.24,7.02,0.0,false,0,
584,285,2,2025-01-03,2026-01-02,12,30,none,none,73058.28,0.0,premium,9958.24,0.01067,1141380,0.0,7.49,3.03,false,0,
585,285,3,2026-01-03,2027-01-02,12,30,none,soft_commit,75798.89,0.0,premium,10331.8,0.01107,1185279,0.0,3.82,3.39,false,0,
586,286,1,2024-01-14,2025-01-13,12,30,none,soft_commit,27712.12,4517.23,standard,2283.9,0.01165,125507,2.61,7.12,0.0,false,0,
587,286,2,2025-01-14,2026-01-13,12,30,per_unit_overage,soft_commit,28352.27,0.0,standard,2336.66,0.01192,130527,0.0,6.86,2.31,false,0,
588,287,1,2023-07-04,2024-07-03,12,30,none,none,18438.95,1835.41,standard,1522.43,,,0.0,6.99,0.0,false,0,
589,288,1,2023-11-02,2024-11-01,12,30,none,none,21072.77,4076.42,premium,2826.17,,,0.0,3.69,0.0,false,0,
590,289,1,2025-12-29,2026-12-28,12,30,none,soft_commit,122321.98,39805.49,standard,10597.51,0.01011,1318718,22.4,5.11,0.0,false,0,
591,289,2,2026-12-29,2027-12-28,12,30,none,none,125428.96,0.0,standard,10866.69,0.01037,1371466,0.0,6.79,2.54,false,0,
592,289,3,2027-12-29,2028-12-28,12,30,none,soft_commit,132634.42,0.0,standard,11490.94,0.01096,1424215,0.0,4.4,4.13,false,0,
593,290,1,2025-12-13,2026-12-12,12,30,none,soft_commit,21986.01,1930.97,standard,1789.28,0.01056,180577,0.0,4.61,0.0,false,0,
594,291,1,2024-03-14,2025-03-13,12,30,none,none,29434.11,2166.52,premium,3913.4,0.01015,92379,0.0,3.51,0.0,false,0,
595,292,1,2025-08-12,2026-08-11,12,30,true_up,ramp_commit,324419.22,42347.17,enterprise,61802.46,0.00975,1568524,4.59,6.46,0.0,true,12,Custom onboarding and SLA language applied for rollout phases
596,292,2,2026-08-12,2027-08-11,12,60,tiered_overage,soft_commit,337687.97,0.0,enterprise,64330.18,0.01015,1631264,0.0,3.62,4.09,false,0,Custom onboarding and SLA language applied for rollout phases
597,293,1,2025-05-08,2026-05-07,12,30,per_unit_overage,none,31616.19,2234.44,premium,4204.9,0.01027,131319,0.0,3.91,0.0,false,0,
598,294,1,2026-02-27,2027-02-26,12,45,none,none,426873.45,50682.97,enterprise,80544.46,,,3.92,3.94,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
599,294,2,2027-02-27,2028-02-26,12,45,none,none,447747.56,0.0,enterprise,84483.08,,,0.0,5.83,4.89,false,0,Custom onboarding and SLA language applied for rollout phases
600,295,1,2023-09-23,2024-09-22,12,45,tiered_overage,hard_commit,266763.63,36570.12,enterprise,50346.47,0.01113,1595899,12.98,6.68,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
601,295,2,2024-09-23,2025-09-22,12,45,tiered_overage,soft_commit,278367.85,0.0,enterprise,52536.54,0.01161,1659734,0.0,3.88,4.35,false,6,Custom onboarding and SLA language applied for rollout phases
602,295,3,2025-09-23,2026-09-22,12,45,per_unit_overage,soft_commit,291814.55,0.0,enterprise,55074.35,0.01218,1723570,0.0,4.78,4.59,true,3,Custom onboarding and SLA language applied for rollout phases
603,296,1,2023-05-30,2024-05-29,12,45,none,none,327480.59,24401.5,premium,44782.06,,,13.91,5.32,0.0,true,12,Custom onboarding and SLA language applied for rollout phases
604,296,2,2024-05-30,2025-05-29,12,45,none,none,338025.46,0.0,premium,46224.04,,,0.0,7.4,3.22,false,3,Custom onboarding and SLA language applied for rollout phases
605,296,3,2025-05-30,2026-05-29,12,90,none,none,357616.99,0.0,premium,48903.13,,,0.0,4.82,4.5,true,6,Custom onboarding and SLA language applied for rollout phases
606,297,1,2025-03-07,2026-03-06,12,30,none,none,241414.8,20239.42,premium,33850.13,0.00924,5229338,5.82,7.07,0.0,false,0,
607,297,2,2026-03-07,2027-03-06,12,30,none,none,246436.23,0.0,premium,34554.21,0.00943,5438511,0.0,7.49,2.08,false,0,
608,298,1,2025-06-21,2026-06-20,12,45,tiered_overage,soft_commit,320634.72,94054.24,premium,45463.65,0.0116,7440525,22.87,5.92,0.0,true,6,
609,298,2,2026-06-21,2027-06-20,12,45,true_up,soft_commit,330382.02,0.0,premium,46845.74,0.01195,7738146,0.0,6.45,3.04,false,0,
610,298,3,2027-06-21,2028-06-20,12,45,tiered_overage,ramp_commit,340161.37,0.0,premium,48232.39,0.01231,8035767,0.0,3.56,3.0,true,6,Custom onboarding and SLA language applied for rollout phases
611,299,1,2024-03-03,2025-03-02,12,60,none,none,220401.67,39456.62,premium,30607.84,,,18.7,5.86,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
612,299,2,2025-03-03,2026-03-02,12,30,none,none,226661.08,0.0,premium,31477.1,,,0.0,5.37,2.84,false,12,Custom onboarding and SLA language applied for rollout phases
613,299,3,2026-03-03,2027-03-02,12,90,none,none,240868.42,0.0,premium,33450.12,,,0.0,3.57,4.54,true,3,Custom onboarding and SLA language applied for rollout phases
614,300,1,2025-07-22,2026-07-21,12,30,true_up,soft_commit,446279.56,55953.4,premium,62897.29,0.00983,4085832,0.0,6.84,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
615,301,1,2024-06-23,2025-06-22,12,60,none,none,196215.9,16177.89,enterprise,36616.22,,,0.0,4.75,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
616,302,1,2024-12-17,2025-12-16,12,30,none,none,98676.06,10359.56,enterprise,18042.11,,,0.0,3.22,0.0,false,0,
617,303,1,2024-01-12,2025-01-11,12,30,per_unit_overage,ramp_commit,19224.01,1843.26,standard,1557.19,0.01282,44474,1.15,6.1,0.0,false,3,
618,303,2,2025-01-12,2026-01-11,12,30,true_up,hard_commit,20008.35,0.0,standard,1620.72,0.01334,46252,0.0,5.13,4.08,false,0,Custom onboarding and SLA language applied for rollout phases
619,304,1,2025-08-28,2026-08-27,12,30,none,none,31715.41,4807.3,standard,2626.85,0.01092,299060,0.0,5.58,0.0,false,0,
620,305,1,2023-08-21,2024-08-20,12,30,none,none,21328.41,1913.57,standard,1739.98,0.01124,354885,0.0,6.09,0.0,false,0,
621,306,1,2023-10-31,2024-10-30,12,30,none,none,452331.6,31202.71,premium,61328.29,,,12.41,3.02,0.0,false,0,
622,306,2,2024-10-31,2025-10-30,12,30,none,none,473772.12,0.0,premium,64235.25,,,0.0,6.72,4.74,false,0,
623,306,3,2025-10-31,2026-10-30,12,30,none,none,495849.97,0.0,premium,67228.62,,,0.0,6.61,4.7,false,0,
624,306,4,2026-10-31,2027-10-30,12,30,none,none,486969.1,0.0,premium,66024.53,,,0.0,4.02,2.49,false,0,
625,307,1,2024-05-23,2025-05-22,12,30,none,none,326316.98,25235.01,enterprise,62868.36,,,19.82,4.96,0.0,false,0,
626,307,2,2025-05-23,2026-05-22,12,30,none,none,335551.75,0.0,enterprise,64647.53,,,0.0,3.76,2.83,false,0,
627,307,3,2026-05-23,2027-05-22,12,30,none,none,350302.33,0.0,enterprise,67489.39,,,0.0,6.42,3.61,false,0,
628,308,1,2023-12-29,2024-12-28,12,60,none,none,1092221.69,107572.42,premium,147812.89,,,0.0,5.37,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
629,309,1,2025-03-29,2026-03-28,12,45,none,soft_commit,1598114.49,160988.93,premium,221669.5,0.01024,4813659,5.13,3.99,0.0,false,3,
630,309,2,2026-03-29,2027-03-28,12,30,per_unit_overage,soft_commit,1664755.86,0.0,premium,230913.12,0.01067,5006205,0.0,7.38,4.17,false,0,
631,310,1,2024-08-10,2025-08-09,12,90,hard_cap,hard_commit,1339946.24,421878.54,enterprise,255743.85,0.01001,4768683,0.0,5.59,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
632,311,1,2025-03-15,2026-03-14,12,30,none,none,19388.06,1853.93,standard,1581.03,,,1.74,3.95,0.0,false,0,
633,311,2,2026-03-15,2027-03-14,12,45,none,none,20144.19,0.0,standard,1642.69,,,0.0,6.4,3.9,false,0,
634,312,1,2023-09-04,2024-09-03,12,30,none,none,19380.12,1853.97,standard,1580.89,,,1.76,3.13,0.0,false,0,
635,312,2,2024-09-04,2025-09-03,12,45,none,none,19792.92,0.0,standard,1614.56,,,0.0,4.95,2.13,false,0,
636,313,1,2023-06-10,2024-06-09,12,30,none,none,49960.11,7780.02,premium,6649.83,,,0.0,6.76,0.0,false,3,
637,314,1,2025-02-27,2026-02-26,12,30,none,soft_commit,52745.83,25460.19,premium,7291.16,0.01159,1081961,4.91,4.08,0.0,false,0,
638,314,2,2026-02-27,2027-02-26,12,30,per_unit_overage,none,54175.24,0.0,premium,7488.75,0.0119,1125239,0.0,6.92,2.71,false,3,
639,315,1,2025-04-09,2026-04-08,12,30,none,soft_commit,21289.55,1911.3,standard,1735.03,0.01126,66505,0.0,3.17,0.0,false,3,
640,316,1,2025-03-09,2026-03-08,12,30,none,none,14678.4,1712.61,standard,1203.06,,,0.0,4.53,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
641,317,1,2026-01-27,2027-01-26,12,30,none,none,20726.44,5920.13,standard,1689.63,,,0.0,7.77,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
642,318,1,2023-05-19,2024-05-18,12,30,none,none,70018.96,19427.04,standard,5914.92,,,4.44,7.1,0.0,false,0,
643,318,2,2024-05-19,2025-05-18,12,30,none,none,71902.47,0.0,standard,6074.03,,,0.0,4.62,2.69,false,0,
644,319,1,2023-09-10,2024-09-09,12,30,none,none,56854.63,8195.14,premium,7614.0,,,2.6,6.95,0.0,false,3,
645,319,2,2024-09-10,2025-09-09,12,30,none,none,58366.96,0.0,premium,7816.53,,,0.0,4.29,2.66,false,3,
646,320,1,2024-08-21,2025-08-20,12,30,none,none,23470.83,6274.0,standard,1956.26,,,0.0,5.98,0.0,false,0,
647,321,1,2023-06-19,2024-06-18,12,60,true_up,ramp_commit,410745.77,30291.37,premium,56977.65,0.01017,1249776,18.05,4.92,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
648,321,2,2024-06-19,2025-06-18,12,30,true_up,hard_commit,426518.41,0.0,premium,59165.59,0.01056,1299767,0.0,4.42,3.84,false,12,
649,321,3,2025-06-19,2026-06-18,12,90,per_unit_overage,ramp_commit,434576.4,0.0,premium,60283.38,0.01076,1349758,0.0,4.78,2.86,false,6,
650,322,1,2025-01-10,2026-01-09,12,30,none,none,341041.83,25475.26,enterprise,64895.34,,,16.46,5.09,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
651,322,2,2026-01-10,2027-01-09,12,60,none,none,358196.23,0.0,enterprise,68159.58,,,0.0,5.53,5.03,false,0,
652,322,3,2027-01-10,2028-01-09,12,30,none,none,375282.77,0.0,enterprise,71410.9,,,0.0,4.33,4.9,true,0,Custom onboarding and SLA language applied for rollout phases
653,323,1,2025-03-20,2026-03-19,12,30,none,none,189289.32,29648.06,premium,25747.61,,,0.0,5.98,0.0,true,6,
654,324,1,2023-10-02,2024-10-01,12,45,none,none,143098.13,81487.46,premium,19798.71,,,0.0,4.72,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
655,325,1,2023-04-13,2024-04-12,12,30,none,none,23078.58,1965.34,standard,1880.11,,,4.29,3.59,0.0,false,0,
656,325,2,2024-04-13,2025-04-12,12,30,none,none,23835.56,0.0,standard,1941.78,,,0.0,6.6,3.28,false,0,
657,325,3,2025-04-13,2026-04-12,12,30,none,none,25125.27,0.0,standard,2046.84,,,0.0,7.27,4.34,false,0,
658,326,1,2024-05-27,2025-05-26,12,30,none,soft_commit,31058.02,2205.79,standard,2527.08,0.01212,212974,1.54,5.01,0.0,false,0,
659,326,2,2025-05-27,2026-05-26,12,30,none,soft_commit,32315.87,0.0,standard,2629.43,0.01261,221492,0.0,4.32,4.05,false,0,
660,327,1,2025-02-25,2026-02-24,12,30,none,none,31374.99,4731.99,standard,2567.67,,,2.04,4.52,0.0,false,0,
661,327,2,2026-02-25,2027-02-24,12,45,none,none,32560.96,0.0,standard,2664.73,,,0.0,6.92,3.78,false,0,
662,328,1,2023-11-25,2024-11-24,12,90,none,none,223283.72,32858.92,enterprise,42253.08,,,4.13,3.61,0.0,false,6,
663,328,2,2024-11-25,2025-11-24,12,45,none,none,233219.85,0.0,enterprise,44133.34,,,0.0,4.59,4.45,true,12,Custom onboarding and SLA language applied for rollout phases
664,329,1,2025-01-18,2026-01-17,12,45,true_up,hard_commit,193124.48,16458.28,standard,16272.7,0.00978,4886423,0.0,7.5,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
665,330,1,2025-07-31,2026-07-30,12,30,per_unit_overage,ramp_commit,1078978.63,106340.48,enterprise,202115.01,0.01108,22772270,3.39,6.56,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
666,330,2,2026-07-31,2027-07-30,12,45,tiered_overage,ramp_commit,1136488.19,0.0,enterprise,212887.74,0.01167,23683160,0.0,5.39,5.33,true,12,Custom onboarding and SLA language applied for rollout phases
667,331,1,2023-02-11,2024-02-10,12,30,none,none,1515183.59,150522.87,enterprise,288847.38,,,16.01,4.5,0.0,false,0,
668,331,2,2024-02-11,2025-02-10,12,90,none,none,1574124.23,0.0,enterprise,300083.54,,,0.0,5.4,3.89,true,3,
669,331,3,2025-02-11,2026-02-10,12,30,none,none,1619341.01,0.0,enterprise,308703.45,,,0.0,4.9,3.38,false,0,
670,332,1,2024-11-26,2025-11-25,12,90,per_unit_overage,soft_commit,32091.59,2220.71,standard,2589.61,0.01251,210966,0.0,7.67,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
671,333,1,2023-03-19,2024-03-18,12,30,none,none,28533.85,2125.34,premium,3763.98,0.01232,222356,0.0,6.49,0.0,false,0,
672,334,1,2023-03-11,2024-03-10,12,60,per_unit_overage,hard_commit,1211969.53,80756.46,enterprise,233884.51,0.01129,14886536,19.54,5.2,0.0,false,0,
673,334,2,2024-03-11,2025-03-10,12,90,tiered_overage,ramp_commit,1266992.95,0.0,enterprise,244502.87,0.0118,15481997,0.0,6.29,4.54,false,6,
674,334,3,2025-03-11,2026-03-10,12,30,true_up,ramp_commit,1320210.15,0.0,enterprise,254772.66,0.0123,16077458,0.0,3.9,4.37,false,0,Custom onboarding and SLA language applied for rollout phases
675,334,4,2026-03-11,2027-03-10,12,30,true_up,ramp_commit,1325895.36,0.0,enterprise,255869.79,0.01235,16672920,0.0,5.32,3.04,true,3,
676,334,5,2027-03-11,2028-03-10,12,90,per_unit_overage,ramp_commit,1492897.05,0.0,enterprise,288097.59,0.01391,17268381,0.0,5.97,5.35,true,0,
677,335,1,2024-09-25,2025-09-24,12,30,tiered_overage,ramp_commit,781529.35,88262.55,premium,110077.19,0.00924,17421730,21.57,7.27,0.0,false,0,
678,335,2,2025-09-25,2026-09-24,12,90,tiered_overage,ramp_commit,802786.95,0.0,premium,113071.29,0.00949,18118599,0.0,4.3,2.72,true,6,
679,335,3,2026-09-25,2027-09-24,12,45,per_unit_overage,hard_commit,848556.43,0.0,premium,119517.85,0.01003,18815468,0.0,7.89,4.2,true,0,Custom onboarding and SLA language applied for rollout phases
680,335,4,2027-09-25,2028-09-24,12,30,per_unit_overage,soft_commit,896985.32,0.0,premium,126338.98,0.01061,19512337,0.0,7.89,4.7,true,6,Custom onboarding and SLA language applied for rollout phases
681,336,1,2025-04-17,2026-04-16,12,90,per_unit_overage,hard_commit,1064294.27,116978.0,premium,150694.37,0.00955,7497808,23.97,5.05,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
682,336,2,2026-04-17,2027-04-16,12,30,per_unit_overage,ramp_commit,1103779.59,0.0,premium,156285.13,0.0099,7797720,0.0,3.8,3.71,true,12,
683,336,3,2027-04-17,2028-04-16,12,30,tiered_overage,hard_commit,1140098.63,0.0,premium,161427.58,0.01023,8097632,0.0,6.79,3.5,false,6,
684,337,1,2026-01-04,2027-01-03,12,90,none,none,1259496.67,129369.41,enterprise,241707.85,,,17.64,7.2,0.0,true,6,
685,337,2,2027-01-04,2028-01-03,12,30,none,none,1301563.86,0.0,enterprise,249780.89,,,0.0,3.73,3.34,false,3,
686,337,3,2028-01-04,2029-01-03,12,45,none,none,1328686.38,0.0,enterprise,254985.93,,,0.0,4.58,2.71,false,0,
