opportunity_id,opportunity_external_id,account_id,opportunity_name,stage_name,outcome,lifecycle_type,segment,sales_region,close_date,created_date,expected_start_date,contract_length_months,currency_code,estimated_users,annual_transaction_estimate,implementation_complexity,support_tier_requested,competitor_pressure_score,total_quote_amount
820,OPP-00820,314,Atlas Distribution Renewal,Closed Won,won,renewal,enterprise,latam,2024-10-28,2024-08-20,2025-01-10,36,USD,3709,5848725,medium,enterprise,0.28,1242130.36
821,OPP-00821,314,Atlas Distribution Renewal,Closed Won,won,renewal,enterprise,latam,2025-01-06,2024-11-07,2025-03-20,12,USD,1953,7228578,high,premium,0.52,244559.71
822,OPP-00822,315,Summit Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,na,2023-07-18,2023-04-09,2023-08-03,36,USD,638,618735,medium,enterprise,0.44,199465.45
823,OPP-00823,315,Summit Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,na,2025-07-06,2025-01-23,2025-09-01,,USD,537,1193723,medium,premium,0.27,88852.2
824,OPP-00824,315,Summit Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,na,2025-09-15,2025-06-14,2025-11-04,12,USD,323,798174,medium,premium,0.48,69524.52
825,OPP-00825,316,Granite Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,latam,2024-05-16,2024-02-28,2024-07-14,,USD,5192,4492517,high,standard,0.61,
826,OPP-00826,316,Granite Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,latam,2024-10-06,2024-06-13,2024-11-22,48,USD,2230,4887660,high,premium,0.69,990820.48
827,OPP-00827,317,Meridian Trade Group Net New,Closed Won,won,net_new,enterprise,na,2023-08-01,2023-02-18,2023-10-02,12,USD,1419,3802119,high,premium,0.7,244252.88
828,OPP-00828,317,Meridian Trade Group Net New,Closed Lost,lost,net_new,enterprise,na,2023-11-21,2023-05-31,2023-12-17,24,USD,5316,4474606,high,premium,0.77,1142268.19
829,OPP-00829,318,Apex Global Freight Net New,Closed Lost,lost,net_new,smb,na,2025-06-11,2024-12-06,,,USD,58,112954,medium,standard,0.44,
830,OPP-00830,319,Bluewave Industrial Renewal,Closed Won,won,renewal,smb,apac,2023-02-24,2023-02-03,2023-04-13,36,USD,84,314314,low,standard,0.02,76830.25
831,OPP-00831,319,Bluewave Industrial Expansion,Closed Lost,lost,expansion,smb,apac,2023-07-26,2023-05-11,2023-08-21,48,USD,123,,low,standard,0.23,156929.65
832,OPP-00832,320,Ironwood Logistics Renewal,Closed Won,won,renewal,smb,na,2024-04-12,2024-01-19,2024-05-27,24,USD,137,250009,low,standard,0.38,74316.17
833,OPP-00833,320,Ironwood Logistics Expansion,Closed Won,won,expansion,smb,na,2025-01-16,2024-10-15,2025-02-25,24,USD,57,281189,low,standard,0.19,72604.63
834,OPP-00834,321,Crescent Supply Co Renewal,Closed Won,won,renewal,enterprise,na,2023-09-30,2023-08-20,2023-11-25,24,USD,1718,1955637,high,enterprise,0.24,563479.34
835,OPP-00835,321,Crescent Supply Co Net New,Closed Lost,lost,net_new,enterprise,na,2023-11-22,2023-06-19,2023-12-15,36,USD,2860,7241226,high,standard,0.79,1391339.19
836,OPP-00836,321,Crescent Supply Co Renewal,Closed Won,won,renewal,enterprise,na,2024-12-26,2024-12-02,2025-01-18,12,USD,2090,6262005,medium,standard,0.69,268130.33
837,OPP-00837,322,Pioneer Commerce Partners Renewal,Closed Won,won,renewal,strategic,emea,2025-07-12,2025-05-09,2025-07-31,24,USD,12232,25171383,high,enterprise,0.41,3125880.7
838,OPP-00838,322,Pioneer Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,emea,2024-01-03,2023-11-03,,24,USD,6942,18282696,high,premium,0.39,2512085.8
839,OPP-00839,322,Pioneer Commerce Partners Renewal,Closed Won,won,renewal,strategic,emea,2023-01-15,2022-11-10,2023-02-11,36,USD,14671,11625911,high,enterprise,0.49,5557303.35
840,OPP-00840,322,Pioneer Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,emea,2025-05-13,2024-12-30,2025-06-26,,USD,6306,18932289,high,enterprise,0.43,1216960.06
841,OPP-00841,323,Vector Operations Renewal,Closed Won,won,renewal,smb,latam,2024-11-11,2024-08-27,2024-11-26,12,USD,163,253391,low,standard,0.0,39481.68
842,OPP-00842,323,Vector Operations Net New,Closed Lost,lost,net_new,smb,latam,2024-02-11,2023-09-19,2024-03-31,48,USD,98,108743,low,standard,0.14,107758.92
843,OPP-00843,323,Vector Operations Renewal,Closed Won,won,renewal,smb,latam,2023-02-26,2022-12-27,2023-03-19,12,USD,27,254437,low,premium,0.15,37058.76
844,OPP-00844,324,Northstar Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2024-05-26,2024-03-13,2024-06-13,24,USD,4895,4012318,high,premium,0.7,
845,OPP-00845,324,Northstar Distribution Expansion,Closed Lost,lost,expansion,enterprise,emea,2025-08-12,2025-03-25,2025-09-10,,USD,6572,4480370,high,enterprise,0.49,835527.31
846,OPP-00846,324,Northstar Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2023-02-24,2022-08-06,2023-05-09,12,USD,5675,7448640,high,standard,0.68,1187936.8
847,OPP-00847,324,Northstar Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2023-09-14,2023-02-18,2023-10-06,48,USD,1188,2145588,high,enterprise,0.87,896117.57
848,OPP-00848,325,Harbor Cargo Systems Renewal,Closed Won,won,renewal,strategic,emea,2023-02-01,2022-11-25,2023-03-11,60,USD,12257,16229821,medium,enterprise,0.73,8019659.17
849,OPP-00849,325,Harbor Cargo Systems Renewal,Closed Won,won,renewal,strategic,emea,2024-07-12,2024-04-13,2024-09-25,48,USD,9370,20159798,high,premium,0.43,4190338.71
850,OPP-00850,325,Harbor Cargo Systems Renewal,Closed Won,won,renewal,strategic,emea,2025-02-09,2024-11-25,2025-04-17,36,USD,9321,9474374,high,premium,0.74,3936025.01
851,OPP-00851,325,Harbor Cargo Systems Renewal,Closed Won,won,renewal,strategic,emea,2025-11-07,2025-08-31,2026-01-04,36,USD,18038,14004815,high,enterprise,0.63,4628038.43
852,OPP-00852,326,Atlas Retail Holdings Renewal,Closed Won,won,renewal,enterprise,na,2024-01-19,2023-12-23,2024-02-29,24,USD,5403,2132359,medium,premium,0.35,1338090.3
853,OPP-00853,326,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,na,2024-01-02,2023-09-16,2024-03-08,48,USD,2764,5578471,high,premium,0.67,1904226.27
854,OPP-00854,326,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,na,2025-12-06,2025-07-21,2026-01-10,36,USD,4171,2359422,high,enterprise,0.72,1860342.41
855,OPP-00855,327,Summit Trade Group Expansion,Closed Lost,lost,expansion,enterprise,na,2023-08-21,2023-05-28,2023-11-01,12,USD,6189,6633661,high,premium,0.88,1020749.71
856,OPP-00856,327,Summit Trade Group Renewal,Closed Won,won,renewal,enterprise,na,2025-07-17,2025-05-25,2025-09-22,12,USD,5614,1828298,medium,premium,0.39,471406.73
857,OPP-00857,327,Summit Trade Group Expansion,Closed Lost,lost,expansion,enterprise,na,2025-11-19,2025-09-15,2025-12-24,36,USD,3360,9509893,high,enterprise,0.54,1564605.84
858,OPP-00858,328,Granite Global Freight Expansion,Closed Lost,lost,expansion,mid_market,emea,2024-10-20,2024-06-09,,,USD,802,2000989,medium,standard,0.54,149531.13
859,OPP-00859,328,Granite Global Freight Net New,Closed Lost,lost,net_new,mid_market,emea,2025-12-14,2025-07-29,2026-02-09,24,USD,284,1371449,medium,premium,0.58,113918.07
860,OPP-00860,328,Granite Global Freight Net New,Closed Won,won,net_new,mid_market,emea,2024-09-17,2024-03-19,2024-11-17,36,USD,874,1580840,medium,premium,0.39,499640.4
861,OPP-00861,329,Meridian Industrial Net New,Closed Lost,lost,net_new,strategic,apac,2025-09-21,2025-05-06,2025-11-18,60,USD,6428,7078968,high,premium,0.66,
862,OPP-00862,329,Meridian Industrial Renewal,Closed Won,won,renewal,strategic,apac,2024-12-12,2024-09-22,2025-02-14,60,USD,14275,6252987,high,premium,0.6,6031279.89
863,OPP-00863,329,Meridian Industrial Net New,Closed Lost,lost,net_new,strategic,apac,2023-03-29,2022-12-22,2023-06-07,,USD,14354,7073344,high,premium,0.66,1768660.04
864,OPP-00864,329,Meridian Industrial Net New,Closed Lost,lost,net_new,strategic,apac,2025-06-15,2025-04-18,2025-08-24,12,USD,,,high,premium,0.44,1920344.58
865,OPP-00865,330,Apex Logistics Renewal,Closed Won,won,renewal,enterprise,na,2023-02-11,2022-12-11,2023-03-14,12,USD,1874,6569165,high,premium,0.4,408015.98
866,OPP-00866,330,Apex Logistics Expansion,Closed Lost,lost,expansion,enterprise,na,2023-02-15,2022-12-11,2023-03-22,,USD,,5582857,high,enterprise,0.55,1442501.65
867,OPP-00867,330,Apex Logistics Renewal,Closed Won,won,renewal,enterprise,na,2023-10-19,2023-08-13,2023-11-11,24,USD,3752,4655246,medium,premium,0.36,861567.5
868,OPP-00868,330,Apex Logistics Expansion,Closed Lost,lost,expansion,enterprise,na,2024-05-08,2024-01-12,2024-05-24,36,USD,,7880002,high,standard,0.88,3512512.5
869,OPP-00869,331,Bluewave Supply Co Net New,Closed Lost,lost,net_new,mid_market,latam,2023-09-17,2023-03-23,2023-10-29,,USD,461,1031503,medium,standard,0.49,98327.56
870,OPP-00870,331,Bluewave Supply Co Expansion,Closed Lost,lost,expansion,mid_market,latam,2024-01-01,2023-11-18,2024-01-24,12,USD,740,1491793,medium,standard,0.47,165337.31
871,OPP-00871,332,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,smb,latam,2023-08-07,2023-07-12,2023-09-15,36,USD,49,274915,low,standard,0.55,87309.09
872,OPP-00872,332,Ironwood Commerce Partners Expansion,Closed Won,won,expansion,smb,latam,2024-09-01,2024-06-22,2024-10-20,12,USD,187,163102,low,standard,0.46,31076.43
873,OPP-00873,333,Crescent Operations Renewal,Closed Won,won,renewal,mid_market,na,2025-11-10,2025-10-07,2026-01-03,12,USD,289,1189859,medium,premium,0.0,62531.7
874,OPP-00874,333,Crescent Operations Renewal,Closed Lost,lost,renewal,mid_market,na,2024-09-18,2024-07-25,2024-11-30,,USD,546,455325,low,premium,0.25,66096.11
875,OPP-00875,333,Crescent Operations Renewal,Closed Won,won,renewal,mid_market,na,2023-03-30,2023-03-10,2023-05-14,12,USD,299,1332948,medium,premium,0.36,69895.19
876,OPP-00876,334,Pioneer Distribution Renewal,Closed Won,won,renewal,enterprise,na,2025-01-30,2024-11-16,2025-02-27,12,USD,1352,5874612,high,enterprise,0.32,211895.4
877,OPP-00877,334,Pioneer Distribution Renewal,Closed Won,won,renewal,enterprise,na,2025-01-30,2024-12-13,2025-02-23,12,USD,2126,3857024,high,enterprise,0.59,382802.59
878,OPP-00878,334,Pioneer Distribution Expansion,Closed Lost,lost,expansion,enterprise,na,2024-01-06,2023-10-03,,36,USD,2684,5370292,high,enterprise,0.57,1148046.96
879,OPP-00879,334,Pioneer Distribution Expansion,Closed Lost,lost,expansion,enterprise,na,2024-05-06,2024-01-03,2024-07-05,36,USD,5110,7400101,high,premium,0.54,1526441.61
880,OPP-00880,335,Vector Cargo Systems Net New,Closed Lost,lost,net_new,smb,na,2024-12-28,2024-10-27,2025-02-06,,USD,86,230850,low,standard,0.12,36935.53
881,OPP-00881,335,Vector Cargo Systems Net New,Closed Lost,lost,net_new,smb,na,2024-03-19,2024-01-21,2024-04-11,48,USD,18,304793,low,premium,0.61,78252.76
882,OPP-00882,336,Northstar Retail Holdings Renewal,Closed Won,won,renewal,smb,na,2025-12-03,2025-10-17,2026-01-03,12,USD,98,208942,low,standard,0.21,38102.68
883,OPP-00883,336,Northstar Retail Holdings Renewal,Closed Won,won,renewal,smb,na,2025-04-10,2025-02-09,2025-06-22,24,USD,56,142212,low,standard,0.19,55840.96
884,OPP-00884,336,Northstar Retail Holdings Renewal,Closed Won,won,renewal,smb,na,2023-01-24,2022-11-22,2023-03-15,12,USD,120,331336,low,standard,0.15,28323.99
885,OPP-00885,337,Harbor Trade Group Expansion,Closed Lost,lost,expansion,mid_market,na,2023-09-02,2023-07-15,,,USD,840,1925351,medium,standard,0.43,183435.44
886,OPP-00886,337,Harbor Trade Group Net New,Closed Lost,lost,net_new,mid_market,na,2025-02-01,2024-09-17,2025-02-25,24,USD,168,326664,medium,standard,0.63,82723.39
887,OPP-00887,338,Atlas Global Freight Renewal,Closed Won,won,renewal,smb,emea,2025-10-25,2025-08-17,2025-11-26,12,USD,48,272130,low,standard,0.45,34220.46
888,OPP-00888,339,Summit Industrial Net New,Closed Lost,lost,net_new,mid_market,na,2023-09-20,2023-06-15,,60,USD,376,1225307,high,premium,0.41,412371.4
889,OPP-00889,339,Summit Industrial Expansion,Closed Lost,lost,expansion,mid_market,na,2023-06-09,2023-03-05,2023-08-05,24,USD,865,,medium,premium,0.43,184160.47
890,OPP-00890,339,Summit Industrial Expansion,Closed Lost,lost,expansion,mid_market,na,2024-03-23,2023-11-26,2024-04-19,36,USD,549,,medium,premium,0.51,261237.42
891,OPP-00891,340,Granite Logistics Renewal,Closed Won,won,renewal,enterprise,apac,2024-07-04,2024-05-17,2024-08-18,24,USD,3664,4108086,high,standard,0.15,818186.49
892,OPP-00892,340,Granite Logistics Net New,Closed Lost,lost,net_new,enterprise,apac,2023-05-02,2023-01-05,2023-05-29,36,USD,1814,5510305,high,premium,0.89,1056493.6
893,OPP-00893,340,Granite Logistics Net New,Closed Lost,lost,net_new,enterprise,apac,2025-06-15,2025-04-07,2025-08-13,24,USD,3361,1717881,high,premium,0.45,1249359.33
894,OPP-00894,341,Meridian Supply Co Net New,Closed Won,won,net_new,smb,emea,2023-03-25,2022-10-31,2023-06-08,24,USD,23,150867,low,premium,0.28,54980.55
895,OPP-00895,341,Meridian Supply Co Net New,Closed Lost,lost,net_new,smb,emea,2024-02-17,2023-09-08,2024-04-23,12,USD,157,226265,medium,premium,0.25,58067.84
896,OPP-00896,342,Apex Commerce Partners Net New,Closed Lost,lost,net_new,strategic,apac,2023-11-25,2023-06-02,2023-12-21,,USD,12434,10893319,high,premium,0.66,1748025.07
897,OPP-00897,342,Apex Commerce Partners Net New,Closed Lost,lost,net_new,strategic,apac,2025-08-22,2025-05-05,2025-09-26,24,USD,7106,,high,enterprise,0.47,3206971.89
898,OPP-00898,342,Apex Commerce Partners Net New,Closed Lost,lost,net_new,strategic,apac,2023-12-13,2023-10-04,,60,USD,5322,9445057,high,standard,0.88,3365015.37
899,OPP-00899,343,Bluewave Operations Net New,Closed Won,won,net_new,mid_market,emea,2024-12-17,2024-07-01,2025-02-04,48,USD,704,518583,medium,premium,0.54,363613.14
900,OPP-00900,343,Bluewave Operations Renewal,Closed Won,won,renewal,mid_market,emea,2025-06-13,2025-04-23,2025-07-01,24,USD,595,614375,medium,premium,0.18,146744.96
901,OPP-00901,344,Ironwood Distribution Renewal,Closed Won,won,renewal,smb,na,2025-01-16,2024-11-23,2025-03-31,24,USD,92,158388,low,premium,0.33,65994.14
902,OPP-00902,344,Ironwood Distribution Expansion,Closed Lost,lost,expansion,smb,na,2025-05-13,2025-03-20,2025-06-26,24,USD,27,320202,medium,standard,0.1,95395.86
903,OPP-00903,345,Crescent Cargo Systems Net New,Closed Lost,lost,net_new,smb,na,2024-02-16,2023-08-20,,24,USD,39,187877,low,standard,0.51,49306.64
904,OPP-00904,345,Crescent Cargo Systems Renewal,Closed Won,won,renewal,smb,na,2023-04-09,2023-02-17,2023-04-27,12,USD,35,98264,low,standard,0.2,16882.8
905,OPP-00905,346,Pioneer Retail Holdings Net New,Closed Lost,lost,net_new,smb,na,2023-05-20,2022-12-14,2023-06-07,12,USD,136,268712,medium,premium,0.41,71382.45
906,OPP-00906,346,Pioneer Retail Holdings Net New,Closed Lost,lost,net_new,smb,na,2025-11-02,2025-04-09,2025-12-02,24,USD,87,,low,standard,0.28,63424.83
907,OPP-00907,347,Vector Trade Group Renewal,Closed Won,won,renewal,mid_market,apac,2024-09-27,2024-08-14,2024-10-30,24,USD,811,1488464,medium,premium,0.33,215198.33
908,OPP-00908,347,Vector Trade Group Renewal,Closed Won,won,renewal,mid_market,apac,2025-12-07,2025-10-12,2025-12-22,12,USD,201,1369613,low,premium,0.32,50172.39
909,OPP-00909,348,Northstar Global Freight Expansion,Closed Lost,lost,expansion,mid_market,na,2024-10-01,2024-07-30,2024-11-14,12,USD,523,1488654,low,standard,0.31,104347.29
910,OPP-00910,348,Northstar Global Freight Net New,Closed Lost,lost,net_new,mid_market,na,2025-10-12,2025-08-14,2025-11-03,36,USD,249,690284,medium,premium,0.34,
911,OPP-00911,348,Northstar Global Freight Expansion,Closed Lost,lost,expansion,mid_market,na,2024-10-15,2024-06-13,2024-12-23,24,USD,,1712500,medium,premium,0.5,133562.02
912,OPP-00912,349,Harbor Industrial Net New,Closed Lost,lost,net_new,mid_market,na,2024-02-15,2023-10-22,2024-04-12,24,USD,,1180449,high,standard,0.34,269648.71
913,OPP-00913,349,Harbor Industrial Net New,Closed Lost,lost,net_new,mid_market,na,2024-09-18,2024-03-10,2024-11-15,12,USD,177,560584,high,standard,0.44,111712.28
914,OPP-00914,349,Harbor Industrial Net New,Closed Lost,lost,net_new,mid_market,na,2025-06-27,2025-01-24,2025-09-02,,USD,613,890367,medium,premium,0.6,
915,OPP-00915,350,Atlas Logistics Expansion,Closed Lost,lost,expansion,enterprise,emea,2024-09-23,2024-06-02,2024-11-04,60,USD,3904,5659121,high,standard,0.73,1461651.82
916,OPP-00916,350,Atlas Logistics Renewal,Closed Won,won,renewal,enterprise,emea,2023-09-13,2023-07-01,2023-09-28,48,USD,4318,1800554,high,premium,0.25,1378304.22
917,OPP-00917,350,Atlas Logistics Expansion,Closed Lost,lost,expansion,enterprise,emea,2025-03-10,2025-02-07,2025-05-08,36,USD,1245,8238754,high,premium,0.71,478626.84
918,OPP-00918,350,Atlas Logistics Renewal,Closed Won,won,renewal,enterprise,emea,2023-05-30,2023-03-29,2023-06-18,36,USD,5945,8113395,medium,enterprise,0.24,2293130.73
919,OPP-00919,351,Summit Supply Co Renewal,Closed Won,won,renewal,strategic,emea,2024-12-29,2024-12-02,2025-02-02,60,USD,14306,11286384,high,enterprise,0.6,10188658.24
920,OPP-00920,351,Summit Supply Co Net New,Closed Lost,lost,net_new,strategic,emea,2023-10-13,2023-07-31,2023-12-25,,USD,4662,12433033,high,premium,0.33,895193.11
921,OPP-00921,351,Summit Supply Co Renewal,Closed Won,won,renewal,strategic,emea,2024-07-05,2024-05-05,2024-07-31,60,USD,10645,5110077,high,enterprise,0.46,7860952.16
922,OPP-00922,351,Summit Supply Co Expansion,Closed Lost,lost,expansion,strategic,emea,2023-10-31,2023-09-19,2023-12-21,24,USD,21643,15486484,high,enterprise,0.67,
923,OPP-00923,352,Granite Commerce Partners Net New,Closed Lost,lost,net_new,smb,emea,2023-03-17,2022-11-04,2023-04-23,12,USD,,258317,low,premium,0.23,38576.36
924,OPP-00924,353,Meridian Operations Net New,Closed Lost,lost,net_new,smb,na,2024-10-19,2024-05-14,2024-11-04,36,USD,141,163952,low,standard,0.05,83132.94
925,OPP-00925,353,Meridian Operations Net New,Closed Lost,lost,net_new,smb,na,2024-06-22,2024-02-24,,24,USD,40,187040,low,premium,0.29,61448.2
926,OPP-00926,354,Apex Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2023-05-20,2023-01-30,2023-06-12,,USD,3982,3794032,high,premium,0.53,989297.33
927,OPP-00927,354,Apex Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2024-05-23,2024-02-14,2024-06-29,48,USD,,,high,enterprise,0.6,
928,OPP-00928,354,Apex Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2025-07-13,2025-05-16,2025-09-10,36,USD,6135,,high,enterprise,0.71,2165775.92
929,OPP-00929,354,Apex Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2025-10-25,2025-05-30,,12,USD,6360,6566540,high,standard,0.5,626687.49
930,OPP-00930,355,Bluewave Cargo Systems Net New,Closed Won,won,net_new,mid_market,apac,2024-08-26,2024-07-09,2024-11-01,12,USD,148,952378,medium,premium,0.62,53237.97
931,OPP-00931,355,Bluewave Cargo Systems Net New,Closed Won,won,net_new,mid_market,apac,2024-05-21,2024-03-02,2024-07-07,12,USD,191,1789627,medium,premium,0.26,98820.17
932,OPP-00932,356,Ironwood Retail Holdings Expansion,Closed Won,won,expansion,smb,apac,2024-11-11,2024-09-29,2025-01-11,24,USD,52,269135,low,standard,0.05,60449.15
933,OPP-00933,356,Ironwood Retail Holdings Net New,Closed Lost,lost,net_new,smb,apac,2024-11-16,2024-08-25,2025-01-06,24,USD,116,83846,low,standard,0.13,
934,OPP-00934,357,Crescent Trade Group Net New,Closed Won,won,net_new,mid_market,emea,2025-10-19,2025-05-08,2025-12-20,12,USD,540,389979,medium,enterprise,0.31,114357.31
935,OPP-00935,357,Crescent Trade Group Net New,Closed Lost,lost,net_new,mid_market,emea,2023-01-13,2022-08-16,2023-02-24,24,USD,195,485204,high,standard,0.44,121654.47
936,OPP-00936,357,Crescent Trade Group Net New,Closed Lost,lost,net_new,mid_market,emea,2024-05-02,2024-03-08,2024-05-20,,USD,,524299,medium,standard,0.54,98453.51
937,OPP-00937,358,Pioneer Global Freight Renewal,Closed Won,won,renewal,mid_market,apac,2023-12-08,2023-10-06,2024-02-01,24,USD,482,1183709,medium,standard,0.37,91773.53
938,OPP-00938,358,Pioneer Global Freight Renewal,Closed Won,won,renewal,mid_market,apac,2023-12-17,2023-11-16,2024-02-12,24,USD,157,902393,medium,standard,0.28,76135.42
939,OPP-00939,358,Pioneer Global Freight Expansion,Closed Won,won,expansion,mid_market,apac,2025-03-18,2024-11-20,2025-04-24,36,USD,858,1537983,medium,premium,0.61,373961.46
940,OPP-00940,359,Vector Industrial Renewal,Closed Won,won,renewal,enterprise,na,2023-07-09,2023-04-13,2023-08-01,12,USD,5038,1738133,medium,enterprise,0.78,678760.65
941,OPP-00941,359,Vector Industrial Renewal,Closed Won,won,renewal,enterprise,na,2024-12-12,2024-10-23,2025-01-13,12,USD,2769,6142309,medium,premium,0.54,250970.84
942,OPP-00942,359,Vector Industrial Expansion,Closed Won,won,expansion,enterprise,na,2023-11-21,2023-09-03,2023-12-24,48,USD,6411,2288947,high,premium,0.67,3632297.57
